Consecutivo de pregunta;Pregunta;Variable homologada;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2000;1999;1998;;;
1173;Servicios públicos domiciliarios ;P1173;;;;;;P73_34;P73_9;P73_9;P73_9;;;;;;;;
1174;Calidad de los servicios públicos domiciliarios;P1174;;;;;;;P73_10;P73_10;P73_10;;;;;;;;
1175;Arreglos de las vías;P1175;;;;;;P73_11;P73_11;P73_11;P73_11;;;;;;;;
1176;Transporte público y tránsito;P1176;;;;;;P73_35;P73_12;P73_12;P73_12;;;;;;;;
1177;Manejo del tránsito de la ciudad;P1177;;;;;;;P73_13;P73_13;P73_13;;;;;;;;
1178;Parques y zonas verdes;P1178;;;;;;;P73_14;P73_14;P73_14;;;;;;;;
1179;Descontaminación de la ciudad;P1179;;;;;;;P73_15;P73_15;P73_15;;;;;;;;
1180;Eficiencia de las instituciones públicas;P1180;;;;;;;P73_16;P73_16;P73_16;;;;;;;;
1181;Acceso a cultura, recreación y deporte;P1181;;;;;;;P73_17;P73_17;P73_17;;;;;;;;
1182;Arborización de la ciudad;P1182;;;;;;;P73_18;P73_18;P73_18;;;;;;;;
1183;Alumbrado público;P1183;;;;;;;P73_19;P73_19;P73_19;;;;;;;;
1184;Apoyo a las familias;P1184;;;;;;;P73_20;P73_20;P73_20;;;;;;;;
1185;Apoyo a la niñez;P1185;;;;;;;P73_21;P73_21;P73_21;;;;;;;;
1186;Apoyo a las mujeres cabeza de familia;P1186;;;;;;;P73_22;P73_22;P73_22;;;;;;;;
1187;Reforma tributaria;P1187;;;;;;;P73_23;P73_23;P73_23;;;;;;;;
1188;Ajuste de plantas de funcionarios del Distrito;P1188;;;;;;;P73_24;P73_24;P73_24;;;;;;;;
1189;El programa de atención a indigentes o habitantes de la calle;P1189;;;;;;;P73_25;P73_25;P73_25;;;;;;;;
1190;La construcción del parque Tercer Milenio (antigua Calle del Cartucho);P1190;;;;;;;;P73_26;P73_26;;;;;;;;
1191;La atención a la población desplazada en la ciudad;P1191;;;;;;;P73_27;P73_27;P73_27;;;;;;;;
1192;El mejoramiento de la atención al ciudadano en sus trámites ante las empresas de servicios públicos, y otras entidades del distrito;P1192;;;;;;;P73_28;P73_28;P73_28;;;;;;;;
1193;Alimentación/ Nutrición;P1193;;;;;;;P73_29;P73_29;P73_29;;;;;;;;
1194;Espacio público;P1194;;;;;;;P73_30;P73_30;P73_30;;;;;;;;
1195;Atención a la pobreza;P1195;;;;;;;P73_31;P73_31;P73_31;;;;;;;;
1196;Fortalecimiento a la organización social y participación comunitaria;P1196;;;;;;;P73_32;P73_32;P73_32;;;;;;;;
1197;Eficiencia en el manejo de los impuestos;P1197;;;;;;P73_36;;;;;;;;;;;
1198;Cultura, recreación y deporte;P1198;;;;;;P73_17;;;;;;;;;;;
1199;Apoyo a la niñez;P1199;;;;;;P73_21;;;;;;;;;;;
1200;Apoyo a las mujeres cabeza de familia;P1200;;;;;;P73_22;;;;;;;;;;;
1201;Atención a indigentes o habitantes de la calle;P1201;;;;;;P73_25;;;;;;;;;;;
1202;La atención a la población desplazada en la ciudad;P1202;;;;;;P73_27;;;;;;;;;;;
1203;El mejoramiento de la atención al ciudadano en sus trámites ante las empresas de servicios públicos, y otras entidades del distrito;P1203;;;;;;P73_28;;;;;;;;;;;
1204;Alimentación/ Nutrición;P1204;;;;;;P73_29;;;;;;;;;;;
1205;Espacio público;P1205;;;;;;P73_30;;;;;;;;;;;
1206;Atención a la pobreza;P1206;;;;;;P73_31;;;;;;;;;;;
1207;Fortalecimiento a la organización social y participación comunitaria;P1207;;;;;;P73_32;;;;;;;;;;;
1208;Desarrollo económico de la ciudad y generación de empleo;P1208;;PR3_5;PR3_5;P108_5;P108_5;;;;;;;;;;;;
1209;Gestión pública;P1209;;PR3_15;;;P108_6;;;;;;;;;;;;
1210;Servicios públicos domiciliarios;P1210;;PR3_6;PR3_6;P108_7;P108_7;;;;;;;;;;;;
1211;Movilidad vial;P1211;;PR3_7;PR3_7;P108_8;P108_8;;;;;;;;;;;;
1212;Fortalecimiento de las finanzas de la ciudad;P1212;;PR3_8;PR3_8;P108_9;P108_9;;;;;;;;;;;;
1213;Medio ambiente;P1213;;PR3_9;PR3_9;P108_10;P108_10;;;;;;;;;;;;
1214;Espacio público;P1214;;PR3_10;PR3_10;P108_11;P108_11;;;;;;;;;;;;
1215;Responsabilidad ciudadana;P1215;;PR3_11;PR3_11;P108_12;P108_12;;;;;;;;;;;;
1216;Programas y políticas para niños;P1216;;PR3_12;PR3_12;P108_13;P108_13;;;;;;;;;;;;
1217;Programas y políticas para jóvenes;P1217;;PR3_13;PR3_13;P108_14;P108_14;;;;;;;;;;;;
1218;Programas y políticas para mujeres;P1218;;PR3_14;PR3_14;P108_15;P108_15;;;;;;;;;;;;
1219;Participación;P1219;;;PR3_15;P108_16;;;;;;;;;;;;;
1220;Descentralización;P1220;;PR3_18;PR3_16;P108_17;;;;;;;;;;;;;
1221;Programas y políticas para reducir la pobreza;P1221;;PR3_16;;;;;;;;;;;;;;;
1222;Cambio climático;P1222;;PR3_17;;;;;;;;;;;;;;;
1223;Lucha contra la corrupción;P1223;;PR3_19;PR3_17;;;;;;;;;;;;;;
1224;Acceso a educación sexual para jóvenes en los colegios;P1224;;PR3_20;;;;;;;;;;;;;;;
1225;Programas para evitar embarazos en adolescentes;P1225;;PR3_21;;;;;;;;;;;;;;;
1226;Cultura de paz y rechazo de la violencia entre los habitantes de la ciudad;P1226;;PR3_22;;;;;;;;;;;;;;;
1227;Asistencia a las víctimas de la violencia;P1227;;PR3_23;;;;;;;;;;;;;;;
1228;Inclusión de personas con discapacidad en la red escolar;P1228;;PR3_24;;;;;;;;;;;;;;;
1229;Accesibilidad de personas con discapacidad en espacios y transporte público;P1229;;PR3_25;;;;;;;;;;;;;;;
1230;Igualdad de acceso a oportunidades de empleo entre hombres y mujeres;P1230;;PR3_26;;;;;;;;;;;;;;;
1231;El día sin carro;P1231;;;PR4_1;P109A;P109A;P74_1;P74_1;P74A;P74A;P74A;P78_A;;;;;;
1232;La hora optimista (rumba hasta las 3 a.m.);P1232;;;;;P109B;P74_2;P74_2;P74B;P74B;P74B;P78_B;;;;;;
1233;Restricciones a la circulación de menores (toque de queda);P1233;;;PR4_2;P109B;;;;;;;;;;;;;
1234;El programa del desarme;P1234;;;PR4_3;P109C;P109C;P74_3;P74_3;P74C;P74C;P74C;P78_C;;;;;;
1235;El toque de queda por sexos es decir el día sin hombres y el día sin mujeres;P1235;;;;;;;;;;P74D;P78_D;;;;;;
1236;El Pico y Placa para carros particulares;P1236;;;;;P109D;P74_4;P74_4;P74D;P74D;P74E;P78_E;;;;;;
1237;Toque de queda para menores de edad;P1237;;;;;;;;;;P74F;P78_F;;;;;;
1238;Resistencia civil contra la violencia;P1238;;;;;;;;P74E;P74E;P74G;P78_G;;;;;;
1239;Aumento de pico y placa vehículos fuera de Bogotá;P1239;;;;;;;;;;P74H;P78_H;;;;;;
1240;El Pico y Placa ampliado;P1240;;;PR4_4;P109D;;P74_5;P74_5;;;;;;;;;;
1241;Pico y placa para vehículos de transporte público.;P1241;;;PR4_5;P109E;P109E;P74_6;P74_6;P74F;P74F;P74I;P78_I;;;;;;
1242;Campaña de Croactividad, es decir cuando el alcalde Mockus invitó a la gente a hacer denuncias de todo tipo;P1242;;;;;;;;;;P74J;;;;;;;
1243;Bogotá sin hambre;P1243;;;;;;;;P74G;P74G;;;;;;;;
1244;Ciudad región;P1244;;;;;;;;P74H;P74H;;;;;;;;
1245;Bogotá despierta;P1245;;;;;P109F;P74_7;P74_7;P74L;;;;;;;;;
1246;Educación de calidad y pertinencia;P1246;;;;;P109G;P74_8;P74_8;;;;;;;;;;
1247;Bogotá en movimiento, a través del cual el Alcalde y su equipo de gobierno se desplazan a cada localidad de la ciudad para trabajar conjuntamente con la respectiva Alcaldía Local y su comunidad;P1247;;;;;;;P74_9;P74I;P74I;;;;;;;;
1248;Ampliación del horario de Pico y Placa a Particulares;P1248;;;;;;;P74_10;P74J;P74J;;;;;;;;
1249;Salud a su hogar;P1249;;;;;;;;P74K;;;;;;;;;
1250;Los programas de vacunación;P1250;;;PR4_6;P109F;;P74_11;P74_11;;;;;;;;;;
1251;Gratuidad en la educación;P1251;;;PR4_7;P109G;;P74_12;P74_12;;;;;;;;;;
1252;Banca Capital;P1252;;;PR4_8;P109H;P109H;P74_13;P74_13;;;;;;;;;;
1253;Calidad del aire;P1253;;;;;P109I;P74_14;P74_14;;;;;;;;;;
1254;Programa Libro al Viento (libros prestados en el Transmilenio) ;P1254;;;;;;;P74_15;;;;;;;;;;
1255;Presupuestos participativos;P1255;;;PR4_9;P109I;;P74_16;P74_16;;;;;;;;;;
1256;Amor por Bogotá;P1256;;;PR4_10;P109J;P109J;P74_17;P74_17;;;;;;;;;;
1257;Derecho a un techo;P1257;;;PR4_11;P109K;P109K;P74_18;P74_18;;;;;;;;;;
1258;Infancia y adolescencia feliz y protegida;P1258;;;;;P109L;P74_20;;;;;;;;;;;
1259;Sistema integrado de transporte;P1259;;;PR4_12;P109L;P109N;P74_21;;;;;;;;;;;
1260;Región capital;P1260;;;PR4_13;P109M;;P74_22;;;;;;;;;;;
1261;1 Empresa de Acueducto y Alcantarillado ;P1261;;;;;;P75_1;P75_1;P75A;P75A;P75A;P79_A;;;;;;
1262;2 Codensa;P1262;;;;;;P75_2;P75_2;P75B;P75B;P75B;P79_B;;;;;;
1263;3 Empresa de Teléfonos de Bogotá;P1263;;;;;;P75_3;P75_3;P75C;P75C;P75C;P79_C;;;;;;
1264;Capitel;P1264;;;;;;;P75_4;P75D;P75D;P75D;P79_D;;;;;;
1265;El servicio telefónico de Empresas públicas de Medellín en Bogotá;P1265;;;;;;;P75_5;P75E;P75E;P75E;P79_E;;;;;;
1266;Gas Natural Domiciliario;P1266;;;;;;P75_6;P75_6;P75F;P75F;P75F;P79_F;;;;;;
1267;Secretaría de Hacienda;P1267;;;;;;P75_7;P75_7;P75G;P75G;P75G;P79_G;;;;;;
1268;Catastro Distrital;P1268;;;;;;P75_8;P75_8;P75H;P75H;P75H;P79_H;;;;;;
1269;Ciudad Limpia (Bosa, Kennedy);P1269;;;;;;;P75_9;P75I;P75I;P75I;P79_I;;;;;;
1270;Aseo Capital (Barrios Unidos, Chapinero, Santa Fé, Puente Aranda, Ciudad Bolívar, Teusaquillo, Candelaria, Los Mártires, Tunjuelito);P1270;;;;;;;P75_10;P75J;P75J;P75J;P79_J;;;;;;
1271;Limpieza Metropolitana, LIME (Suba, Usaquén, Rafael Uribe, Usme, San Cristóbal, Antonio Nariño);P1271;;;;;;;P75_11;P75K;P75K;P75K;P79_K;;;;;;
1272;Aseo Técnico Sabana (ATESA) (Engativá, Fontibón);P1272;;;;;;;P75_12;P75L;P75L;P75L;P79_L;;;;;;
1273;Alcaldías locales;P1273;;;;;;P75_13;P75_13;P75M;P75M;P75M;P79_M;;;;;;
1274;14. CADES;P1274;;;;;;P75_14;P75_14;P75N;P75N;P75N;P79_N;;;;;;
1275;Conoce usted el plan de desarrollo  “Bogotá para vivir, todos del mismo lado” de la administración del alcalde Antanas Mockus?;P1275;;;;;;;;;;;P80;;;;;;
1276;¿cuáles son en su opinión los 3 a los que la administración de Antanas Mockus debería darle la mayor prioridad ;P1276;;;;;;;;;;;P81_MAYOR;;;;;;
1277;cuáles son los 3 a los que no debería darle tanta prioridad? ;P1277;;;;;;;;;;;P81_MENOR;;;;;;
1278;15. Súpercades;P1278;;;;;;P75_15;P75_15;P75O;;;;;;;;;
1279;16. Comisaría de Familia;P1279;;;;;;P75_16;P75_16;P75P;;;;;;;;;
1280;17. Curadurías Urbanas;P1280;;;;;;P75_17;P75_17;P75Q;;;;;;;;;
1281;18. Servicios especializados de tránsito y transporte;P1281;;;;;;P75_18;P75_18;P75R;;;;;;;;;
1282;19. Secretaría General de Alcaldía Mayor;P1282;;;;;;P75_19;;;;;;;;;;;
1283;20. Planeación Distrital ;P1283;;;;;;P75_20;;;;;;;;;;;
1284;21 Caja de Vivienda Popular;P1284;;;;;;P75_21;;;;;;;;;;;
1285;22 Metrovivienda;P1285;;;;;;P75_22;;;;;;;;;;;
1286;23 Empresa de Energía de Bogotá S.A. EEB ESP;P1286;;;;;;P75_23;;;;;;;;;;;
1287;24 Policía Metropolitana de Bogotá;P1287;;;;;;P75_24;;;;;;;;;;;
1288;25 CADEL;P1288;;;;;;P75_25;;;;;;;;;;;
1289;Alianzas por el hábitat;P1289;;;;;;;;;;;;;;;;;
1290;Ambiente vital;P1290;;;;;;;;;;;;;;;;;
1291;Amor por Bogotá;P1291;;PR4_1;;;;;;;;;;;;;;;
1292;Banca Capital;P1292;;PR4_2;;;;;;;;;;;;;;;
1293;Bogotá bien alimentada;P1293;;PR4_3;;;;;;;;;;;;;;;
1294;Bogotá capital de servicios;P1294;;PR4_4;;;;;;;;;;;;;;;
1295;Bogotá internacional;P1295;;PR4_5;;;;;;;;;;;;;;;
1296;Bogotá positiva con las mujeres y la equidad de género;P1296;;PR4_6;;;;;;;;;;;;;;;
1297;Bogotá responsable ante el riesgo y las emergencias;P1297;;PR4_7;;;;;;;;;;;;;;;
1298;Bogotá rural;P1298;;PR4_8;;;;;;;;;;;;;;;
1299;Bogotá sana;P1299;;PR4_9;;;;;;;;;;;;;;;
1300;Bogotá segura y humana;P1300;;PR4_10;;;;;;;;;;;;;;;
1301;Bogotá sociedad del conocimiento;P1301;;PR4_11;;;P109M;;;;;;;;;;;;
1302;Bogotá viva;P1302;;PR4_12;;;P109O;;;;;;;;;;;;
1303;Capacidad institucional para atender a niñas, niños y jóvenes en la educación oficial de Bogotá;P1303;;PR4_13;;;;;;;;;;;;;;;
1304;Conocimiento para crecer;P1304;;PR4_14;;;;;;;;;;;;;;;
1305;Derecho a un techo;P1305;;PR4_15;;;;;;;;;;;;;;;
1306;Desarrollo institucional integral;P1306;;PR4_16;;;;;;;;;;;;;;;
1307;Día sin carro;P1307;;PR4_17;;;;;;;;;;;;;;;
1308;Gerencia jurídica pública integral;P1308;;PR4_18;;;;;;;;;;;;;;;
1309;Gestión documental distrital;P1309;;PR4_19;;;;;;;;;;;;;;;
1310;Gobierno digital;P1310;;PR4_20;;;;;;;;;;;;;;;
1311;Gratuidad en la educación;P1311;;PR4_21;;;;;;;;;;;;;;;
1312;Localidades eficaces, eficientes y participativas;P1312;;PR4_22;;;;;;;;;;;;;;;
1313;Mejoremos el barrio;P1313;;PR4_23;;;;;;;;;;;;;;;
1314;Mi primer empleo;P1314;;PR4_24;;;;;;;;;;;;;;;
1315;Pico y placa ampliado;P1315;;PR4_25;;;;;;;;;;;;;;;
1316;Pico y placa para vehículos de transporte público;P1316;;PR4_26;;;;;;;;;;;;;;;
1317;Presupuestos participativos;P1317;;PR4_27;;;;;;;;;;;;;;;
1318;Programa del desarme;P1318;;PR4_28;;;;;;;;;;;;;;;
1319;Programas de vacunación;P1319;;PR4_29;;;;;;;;;;;;;;;
1320;Reconciliación, paz y convivencia;P1320;;PR4_30;;;;;;;;;;;;;;;
1321;Región capital;P1321;;PR4_31;;;;;;;;;;;;;;;
1322;Restricciones a la circulación de menores: toque de queda para menores;P1322;;PR4_32;;;;;;;;;;;;;;;
1323;Sistema integrado de transporte público;P1323;;PR4_33;;;;;;;;;;;;;;;
1324;Transformación urbana positiva;P1324;;PR4_34;;;;;;;;;;;;;;;
1325;¿Conoce Usted la línea de emergencias 1-2-3? ;P1325;;PR4_35;;;;;;;;;;;;;;;
1326;¿La ha usado alguna vez?;P1326;;PR4_36;;;;;;;;;;;;;;;
1327;¿qué tan insatisfecho(a) o satisfecho(a) está usted con la atención prestada en la línea 1-2-3?;P1327;;PR5;PR5;P110;P110;;;;;;;;;;;;
1328;¿Por qué razón califica así la satisfacción con la atención prestada en la línea 1-2-3? 12;P1328;;PR6;PR6;P111;P111;;;;;;;;;;;;
1329;¿Por qué razón califica así la satisfacción con la atención prestada en la línea 1-2-3? 3;P1329;PR7;PR7;PR7;P112;P112;;;;;;;;;;;;
1330;¿Por qué razón califica así la satisfacción con la atención prestada en la línea 1-2-3? 45;P1330;;;;;P113_12;;;;;;;;;;;;
1331;¿Conoce Usted la línea de información del Distrito 195?;P1331;;;;;P113_3;;;;;;;;;;;;
1332;¿La ha usado alguna vez?;P1332;;;;;P113_45;;;;;;;;;;;;
1333;¿qué tan insatisfecho(a) o satisfecho(a) está usted con la atención prestada en la línea 195? ;P1333;;;;;P114;;;;;;;;;;;;
1334;¿Por qué razón califica así la satisfacción con la atención prestada en la línea 195?12;P1334;;;;;P115;;;;;;;;;;;;
1335;¿Por qué razón califica así la satisfacción con la atención prestada en la línea 195?3;P1335;;;;;P116;;;;;;;;;;;;
1336;¿Por qué razón califica así la satisfacción con la atención prestada en la línea 195?45;P1336;;;;;P117_3;;;;;;;;;;;;
1337;Gustavo Petro. Quisiera saber si la imagen que usted tiene de él es favorable o desfavorable. Si no lo conoce, dígamelo y seguimos adelante;P1337;;;;;P117_12;P76;P76;P76;P76;P76;P82;;;;;;
1338;¿Y qué tanto confía Usted en él;P1338;;;;;P117_45;P77;P77;P77;P77;P77;P83;;;;;;
1339;¿Usted cómo califica la gestión del Alcalde Gustavo Petro;P1339;GG1;GG1;GG1;P118;P118;P78;P78;P78;P78;P78;P84;v268;;v271;;;
1340;por qué razón califica así la gestión del Alcalde Enrique peñalosa? ;P1340;;;;;;;;;;;;v269;;;;;
1341;Muy buena gestión;P1341;GG2;GG2;GG2;P119;P119;P79A;P79_A;P79_1;P79_1;P79_1;P85A;;;;;;
1342;Muy mala gestión;P1342;GG3;GG3;GG3;P120;P120;P79B;P79_B;P79_2;P79_2;P79_2;P85B;;;;;;
1343;¿Y Usted cómo califica la gestión global del equipo de gobierno del Alcalde Gustavo Petro;P1343;GG3A_45;GG3A_45;GG3A_45;P121B;P121A;;;;;;;;;;;;
1344;El programa para mejorar el nivel de vida en los barrios más pobres de Bogotá, mejorando sus vías, servicios de salud, de educación, de recreación y servicios públicos en general.;P1344;;;;;;;;;;;;v276;;v272;;;
1345;El programa que busca mejorar la calidad y acceso de toda la población a los servicios de salud y educación;P1345;;;;;;;;;;;;v277;;v273;;;
1346;El programa para que la ciudadanía pueda disfrutar de más y mejores espacios públicos para el peatón;P1346;;;;;;;;;;;;v278;;v274;;;
1347;El programa que busca reducir el tiempo de los desplazamientos en Bogotá, manejando el tráfico y mejorando la infraestructura vial principalmente.;P1347;;;;;;;;;;;;v279;;v275;;;
1348;El programa que busca lograr un crecimiento más ordenado de Bogotá y ofrecer más oportunidades de vivienda de interés social;P1348;;;;;;;;;;;;v280;;v276;;;
1349;El programa que busca mejorar la seguridad en Bogotá logrando una mayor cercanía de la ciudadanía y la policía del Distrito;P1349;;;;;;;;;;;;v281;;v277;;;
1350;El programa que busca que las entidades públicas del Distrito sean cada vez más modernas y eficientes.;P1350;;;;;;;;;;;;v282;;v278;;;
1351;Cómo califica Ud. la atención en las entidades públicas del Distrito;P1351;;;;;;;;;;;;v283;;v279;;;
1352;por qué califica así la atención en estas entidades públicas del Distrito? ;P1352;;;;;;;;;;;;v284;;v280;;;
1353;cómo califica la atención en las alcaldías locales ;P1353;;;;;;;;;;;;v292;;v288;;;
1354;por qué califica así esta  atención? ;P1354;;;;;;;;;;;;v293;;v289;;;
1355;cómo califica la atención en los CADE;P1355;;;;;;;;;;;;v301;;v297;;;
1356;por qué razón califica así esta  atención ? ;P1356;;;;;;;;;;;;v302;;v298;;;
1357;Cuáles de estas razones serían las tres más importante por las que Ud. elegiría a un candidato como alcalde de Bogotá en las próximas elecciones. ;P1357;;;;;;;;;;;;v310;;;;;
1358;de los siguientes temas que son importantes en Bogotá, ¿cuáles deberían ser los dos que el próximo alcalde de Bogotá tuviera como prioridad? ;P1358;;;;;;;;;;;;v313;;;;;
1359;de los siguientes temas que son importantes en Bogotá, ¿cuáles deberían ser los dos que el próximo alcalde de Bogotá tuviera como prioridad? ;P1359;;;;;;;;;;;;v314;;;;;
1360;de los siguientes programas que el alcalde Peñalosa ha venido trabajando durante su administración, ¿hay algunos que en su opinión deberían ser continuados por el próximo alcalde de la ciudad? ;P1360;;;;;;;;;;;;v315;;v306;;;
1361;¿cuál de los personajes que aparecen en esta tarjeta, sería el que Ud. piensa que mejor cumpliría con lo que Ud. espera del próximo alcalde de Bogotá?;P1361;;;;;;;;;;;;v322;;v307;;;
1362;De los siguientes mecanismos para acceder a información, ¿por cuáles se entera Usted sobre política en la ciudad?;P1362;GG3A_123;GG3A_13;GG3A_123;P121A;P121B;;;;;;;;;v308;;;
1363;Cuáles de estas razones serían las tres más importantes por las que Ud. elegiría a un candidato como alcalde de Bogotá en las próximas elecciones.;P1363;;;;;;;;;;P80;;;;v309;;;
1364;¿qué tanto cree Usted que la Administración de la ciudad ha sido transparente en sus actividades?;P1364;GG4;GG4;GG4;P122;P122;;;;;;;;;v310;;;
1365;¿qué tanto cree Usted que ha cambiado el nivel de corrupción en Bogotá con respecto al último año? ;P1365;;;CC1;P123;P123;;;;;;;;;v311;;;
1366;¿En cuál de estas instituciones o entidades confía más para luchar contra la corrupción en Bogotá? ;P1366;GG6;GG6;;;;;;;;;;;;v312;;;
1367;¿Usted ha escuchado que existe el Concejo de Bogotá? ;P1367;GG7;GG7;;;;;;;;;;;;;;;
1368;¿La imagen que Usted tiene del Concejo de Bogotá es favorable o desfavorable?;P1368;GG8;GG8;;;;P76A;;;;;;;;;;;
1369;Que tanto confia usted en el consejo de Bogota;P1369;;;;;;P77A;;;;;;;;;;;
1370;cómo califica la  gestión del Concejo;P1370;CC1;CC2;CC2;P124;P124;P78A;;;;;;;;;;;
1371;¿cuál de las alternativas que le voy a mostrar sería la principal función del Concejo? ;P1371;CC2;CC3;CC3;P125;P125;P81;P81;P81;P81;P81;P86;;;;;;
1372;¿Usted votó en las últimas elecciones para el Concejo en octubre del año 2000?;P1372;;;;;;;;;;;P87;;;;;;
1373;¿Por qué razones votó usted para esas elecciones? ;P1373;;;;;;;;;;;P87A;;;;;;
1374;¿Su candidato al concejo salió electo en esas elecciones?;P1374;;;;;;;;;;;P88;;;;;;
1375;¿Cree que el Concejo de Bogotá, está haciendo cosas por mejorar la calidad de vida de las personas como usted? ;P1375;;;;;;P81A;;;;P82;;;;;;;
1376;¿Por qué razones piensa usted votar en esas elecciones de concejo? ;P1376;;;;;;;;;;P83;;;;;;;
1377;a. Los concejales de Bogotá trabajan por la ciudad.;P1377;;;;;;P84A;P84_1;P84A;P84A;P84A;P89_A;;;;;;
1378;b. Los concejales de Bogotá solo favorecen a quienes votan por ellos.;P1378;;;;;;P84B;P84_2;P84B;P84B;P84B;P89_B;;;;;;
1379;c. Hay que apoyar a un concejal si uno quiere que él lo apoye a uno.;P1379;;;;;;P84C;P84_3;P84C;P84C;P84C;P89_C;;;;;;
1380;d. El voto se puede usar para castigar a los malos concejales.;P1380;;;;;;P84D;P84_4;P84D;P84D;P84D;P89_D;;;;;;
1381;e. Los ciudadanos no pueden hacer nada frente a los malos concejales.;P1381;;;;;;P84E;P84_5;P84E;P84E;P84E;P89_E;;;;;;
1382;f. El concejo es una institución importante, el problema son las personas escogidas como concejales.;P1382;;;;;;P84F;P84_6;P84F;P84F;P84F;P89_F;;;;;;
1383;g. El Alcalde de Bogotá debe discutir con los concejales los nombramientos en algunos cargos públicos, si eso permite tramitar proyectos claves para el desarrollo de la ciudad.;P1383;;;;;;P84G;P84_7;P84G;P84G;P84G;P89_G;;;;;;
1384;h. El concejo representa bien la composición e intereses de la ciudadanía bogotana.;P1384;;;;;;P84H;P84_8;P84H;P84H;P84H;P89_H;;;;;;
1385;i. El Alcalde de Bogotá no debe acceder a ninguna petición de los concejales aunque eso signifique la no aprobación de proyectos claves para la ciudad.;P1385;;;;;;P84I;P84_9;P84I;P84I;P84I;P89_I;;;;;;
1386;j. La actitud de los concejales obstaculiza la gestión del Alcalde Mayor de la ciudad.;P1386;;;;;;P84J;P84_10;P84J;P84J;P84J;P89_J;;;;;;
1387;K. A ratos, las cosas de la política y el gobierno parecen tan complicadas que personas como yo no pueden entenderlas realmente.;P1387;;;;;;P84K;P84_11;P84K;P84K;;;;;;;;
1388;La reforma tributaria: aumentar los impuestos en general.;P1388;;;;;;;;;;;P90_1;;;;;;
1389;La reforma al código de la policía: reglas de convivencia, procedimientos de policía y cultura ciudadana.;P1389;;;;;;;;;;;P90_2;;;;;;
1390;La prohibición de usar animales en los circos y el mejoramiento del trato a los animales.;P1390;;;;;;;;;;;P90_3;;;;;;
1391;El cuestionamiento a la gestión de funcionarios o entidades del distrito. ;P1391;;;;;;;;;;;P90_4;;;;;;
1392;El Plan de Desarrollo de la ciudad;P1392;;;;;;;;;;;P90_5;;;;;;
1393;La reforma tributaria: aumentar los impuestos en general.;P1393;;;;;;;;;;;P91_1;;;;;;
1394;La reforma al código de la policía: reglas de convivencia, procedimientos de policía y cultura ciudadana.;P1394;;;;;;;;;;;P91_2;;;;;;
1395;La prohibición de usar animales en los circos y el mejoramiento del trato a los animales.;P1395;;;;;;;;;;;P91_3;;;;;;
1396;El cuestionamiento a la gestión de funcionarios o entidades del distrito. ;P1396;;;;;;;;;;;P91_4;;;;;;
1397;El Plan de Desarrollo de la ciudad;P1397;;;;;;;;;;;P91_5;;;;;;
1398;¿Cuál considera usted que debe ser la función de su candidato electo una vez que ejerza como concejal? ;P1398;;;;;;;;;;;;;;;;;
1399;Pensando en las elecciones que se celebran en el país en diferentes periodos, podría decirme si en general, suele usted votar: ;P1399;;;;;;;;;P91;;;;;;;;
1400;¿Ud. votó en las pasadas elecciones para ;P1400;;;;;;;P92;P92;P92;;;;;;;;
1401;Recuerda Ud. por quién votó para Alcaldía?;P1401;;;;;;;P92A;P92A;NF7;;;;;;;;
1402;Usted ha oído hablar, o ha visto algo sobre Bogotá Cómo Vamos;P1402;;;;;;;;P92B;FIN;;;;;;;;
1403;Usted ha oído hablar, o ha visto algo sobre Concejo Cómo Vamos;P1403;;;;;;;P93;P93;;;;;;;;;
1404;Y cómo se entero del proyecto;P1404;;;;;;;P94A;P94A;;;;;;;;;
1405;A. Alcaldía;P1405;;;;;;;P94B;P94B;;;;;;;;;
1406;B Concejo;P1406;;;;;;;;;;;;;;;;;
1407;04. Presidente;P1407;;;;;;P95A;;;;;;;;;;;
1408;08. Senado;P1408;;;;;;P95B;;;;;;;;;;;
1409;09. Cámara;P1409;;;;;;P92A_4;;;;;;;;;;;
1410;01. Alcaldía;P1410;;;;;;P92A_8;;;;;;;;;;;
1411;02. Concejo;P1411;;;;;;P92A_9;;;;;;;;;;;
1412;03. JAL;P1412;;;;;;P92A_1;;;;;;;;;;;
1413;04. Presidente;P1413;;;;;;P92A_2;;;;;;;;;;;
1414;08. Senado;P1414;;;;;;P92A_3;;;;;;;;;;;
1415;09. Cámara;P1415;;;;;;P92B_4;;;;;;;;;;;
1416;01. Alcaldía;P1416;;;;;;P92B_8;;;;;;;;;;;
1417;02. Concejo;P1417;;;;;;P92B_9;;;;;;;;;;;
1418;03. JAL;P1418;;;;;;P92B_1;;;;;;;;;;;
1419;04. Presidente;P1419;;;;;;P92B_2;;;;;;;;;;;
1420;08. Senado;P1420;;;;;;P92B_3;;;;;;;;;;;
1421;09. Cámara;P1421;;;;;;P92C_4;;;;;;;;;;;
1422;01. Alcaldía;P1422;;;;;;P92C_8;;;;;;;;;;;
1423;02. Concejo;P1423;;;;;;P92C_9;;;;;;;;;;;
1424;03. JAL;P1424;;;;;;P92C_1;;;;;;;;;;;
1425;Usted ha oído hablar, o ha visto algo sobre…;P1425;;;;;;P92C_2;;;;;;;;;;;
1426;¿Usted sabe cuál es la principal función del Concejo de Bogotá?;P1426;;;;;;P94B;;;;;;;;;;;
